split,policy,attack_scope,configuration,method,model,top_fraction,top_n,positives_in_top,precision_at_top,recall_at_top,lift_at_top
transicao_pectra_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.1,36,33,0.9166666666666666,0.15492957746478872,1.5363849765258215
transicao_pectra_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.05,8,2,0.25,0.02666666666666667,0.5
transicao_pectra_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.1,15,6,0.4,0.08,0.8
transicao_pectra_2025,strict,all,b_completa,AE,AE:b_completa,0.01,3,1,0.3333333333333333,0.007194244604316547,0.5011990407673861
transicao_pectra_2025,strict,all,b_completa,AE,AE:b_completa,0.05,11,6,0.5454545454545454,0.04316546762589928,0.8201438848920862
transicao_pectra_2025,strict,all,b_completa,AE,AE:b_completa,0.1,21,14,0.6666666666666666,0.10071942446043165,1.0023980815347722
transicao_pectra_2025,strict,insertion,b_completa,AE,AE:b_completa,0.01,3,1,0.3333333333333333,0.007246376811594203,0.5
transicao_pectra_2025,strict,insertion,b_completa,AE,AE:b_completa,0.05,11,6,0.5454545454545454,0.043478260869565216,0.8181818181818181
transicao_pectra_2025,strict,insertion,b_completa,AE,AE:b_completa,0.1,21,14,0.6666666666666666,0.10144927536231885,1.0
transicao_pectra_2025,strict,displacement,b_completa,AE,AE:b_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_completa,AE,AE:b_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_completa,AE,AE:b_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.01,4,1,0.25,0.004694835680751174,0.41901408450704225
transicao_pectra_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.05,18,10,0.5555555555555556,0.046948356807511735,0.9311424100156495
transicao_pectra_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.1,36,23,0.6388888888888888,0.107981220657277,1.0708137715179968
transicao_pectra_2025,sensitivity,insertion,b_completa,AE,AE:b_completa,0.01,3,1,0.3333333333333333,0.007246376811594203,0.5
transicao_pectra_2025,sensitivity,insertion,b_completa,AE,AE:b_completa,0.05,11,6,0.5454545454545454,0.043478260869565216,0.8181818181818181
transicao_pectra_2025,sensitivity,insertion,b_completa,AE,AE:b_completa,0.1,21,14,0.6666666666666666,0.10144927536231885,1.0
transicao_pectra_2025,sensitivity,displacement,b_completa,AE,AE:b_completa,0.01,2,1,0.5,0.013333333333333334,1.0
transicao_pectra_2025,sensitivity,displacement,b_completa,AE,AE:b_completa,0.05,8,3,0.375,0.04,0.75
transicao_pectra_2025,sensitivity,displacement,b_completa,AE,AE:b_completa,0.1,15,5,0.3333333333333333,0.06666666666666667,0.6666666666666666
transicao_pectra_2025,strict,all,b_completa,IF,IF:b_completa,0.01,3,2,0.6666666666666666,0.014388489208633094,1.0023980815347722
transicao_pectra_2025,strict,all,b_completa,IF,IF:b_completa,0.05,11,10,0.9090909090909091,0.07194244604316546,1.3669064748201438
transicao_pectra_2025,strict,all,b_completa,IF,IF:b_completa,0.1,21,20,0.9523809523809523,0.14388489208633093,1.4319972593353887
transicao_pectra_2025,strict,insertion,b_completa,IF,IF:b_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,b_completa,IF,IF:b_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,strict,insertion,b_completa,IF,IF:b_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,strict,displacement,b_completa,IF,IF:b_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_completa,IF,IF:b_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_completa,IF,IF:b_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,b_completa,IF,IF:b_completa,0.01,4,3,0.75,0.014084507042253521,1.2570422535211268
transicao_pectra_2025,sensitivity,all,b_completa,IF,IF:b_completa,0.05,18,17,0.9444444444444444,0.07981220657276995,1.5829420970266042
transicao_pectra_2025,sensitivity,all,b_completa,IF,IF:b_completa,0.1,36,35,0.9722222222222222,0.1643192488262911,1.6294992175273866
transicao_pectra_2025,sensitivity,insertion,b_completa,IF,IF:b_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,b_completa,IF,IF:b_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,sensitivity,insertion,b_completa,IF,IF:b_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,sensitivity,displacement,b_completa,IF,IF:b_completa,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,b_completa,IF,IF:b_completa,0.05,8,2,0.25,0.02666666666666667,0.5
transicao_pectra_2025,sensitivity,displacement,b_completa,IF,IF:b_completa,0.1,15,5,0.3333333333333333,0.06666666666666667,0.6666666666666666
transicao_pectra_2025,strict,all,c_completa,AE,AE:c_completa,0.01,3,3,1.0,0.02158273381294964,1.5035971223021583
transicao_pectra_2025,strict,all,c_completa,AE,AE:c_completa,0.05,11,6,0.5454545454545454,0.04316546762589928,0.8201438848920862
transicao_pectra_2025,strict,all,c_completa,AE,AE:c_completa,0.1,21,14,0.6666666666666666,0.10071942446043165,1.0023980815347722
transicao_pectra_2025,strict,insertion,c_completa,AE,AE:c_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,c_completa,AE,AE:c_completa,0.05,11,7,0.6363636363636364,0.050724637681159424,0.9545454545454546
transicao_pectra_2025,strict,insertion,c_completa,AE,AE:c_completa,0.1,21,14,0.6666666666666666,0.10144927536231885,1.0
transicao_pectra_2025,strict,displacement,c_completa,AE,AE:c_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_completa,AE,AE:c_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_completa,AE,AE:c_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,c_completa,AE,AE:c_completa,0.01,4,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,c_completa,AE,AE:c_completa,0.05,18,8,0.4444444444444444,0.03755868544600939,0.7449139280125195
transicao_pectra_2025,sensitivity,all,c_completa,AE,AE:c_completa,0.1,36,17,0.4722222222222222,0.07981220657276995,0.7914710485133021
transicao_pectra_2025,sensitivity,insertion,c_completa,AE,AE:c_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,c_completa,AE,AE:c_completa,0.05,11,7,0.6363636363636364,0.050724637681159424,0.9545454545454546
transicao_pectra_2025,sensitivity,insertion,c_completa,AE,AE:c_completa,0.1,21,14,0.6666666666666666,0.10144927536231885,1.0
transicao_pectra_2025,sensitivity,displacement,c_completa,AE,AE:c_completa,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,c_completa,AE,AE:c_completa,0.05,8,2,0.25,0.02666666666666667,0.5
transicao_pectra_2025,sensitivity,displacement,c_completa,AE,AE:c_completa,0.1,15,5,0.3333333333333333,0.06666666666666667,0.6666666666666666
transicao_pectra_2025,strict,all,c_completa,IF,IF:c_completa,0.01,3,3,1.0,0.02158273381294964,1.5035971223021583
transicao_pectra_2025,strict,all,c_completa,IF,IF:c_completa,0.05,11,10,0.9090909090909091,0.07194244604316546,1.3669064748201438
transicao_pectra_2025,strict,all,c_completa,IF,IF:c_completa,0.1,21,20,0.9523809523809523,0.14388489208633093,1.4319972593353887
transicao_pectra_2025,strict,insertion,c_completa,IF,IF:c_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,c_completa,IF,IF:c_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,strict,insertion,c_completa,IF,IF:c_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,strict,displacement,c_completa,IF,IF:c_completa,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_completa,IF,IF:c_completa,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_completa,IF,IF:c_completa,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,c_completa,IF,IF:c_completa,0.01,4,4,1.0,0.018779342723004695,1.676056338028169
transicao_pectra_2025,sensitivity,all,c_completa,IF,IF:c_completa,0.05,18,17,0.9444444444444444,0.07981220657276995,1.5829420970266042
transicao_pectra_2025,sensitivity,all,c_completa,IF,IF:c_completa,0.1,36,33,0.9166666666666666,0.15492957746478872,1.5363849765258215
transicao_pectra_2025,sensitivity,insertion,c_completa,IF,IF:c_completa,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,c_completa,IF,IF:c_completa,0.05,11,11,1.0,0.07971014492753623,1.5
transicao_pectra_2025,sensitivity,insertion,c_completa,IF,IF:c_completa,0.1,21,21,1.0,0.15217391304347827,1.5
transicao_pectra_2025,sensitivity,displacement,c_completa,IF,IF:c_completa,0.01,2,1,0.5,0.013333333333333334,1.0
transicao_pectra_2025,sensitivity,displacement,c_completa,IF,IF:c_completa,0.05,8,2,0.25,0.02666666666666667,0.5
transicao_pectra_2025,sensitivity,displacement,c_completa,IF,IF:c_completa,0.1,15,7,0.4666666666666667,0.09333333333333334,0.9333333333333333
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.014388489208633094,1.0023980815347722
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,11,9,0.8181818181818182,0.06474820143884892,1.2302158273381296
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,21,14,0.6666666666666666,0.10071942446043165,1.0023980815347722
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.014492753623188406,1.0
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,11,9,0.8181818181818182,0.06521739130434782,1.2272727272727275
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,21,15,0.7142857142857143,0.10869565217391304,1.0714285714285716
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,4,3,0.75,0.014084507042253521,1.2570422535211268
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,18,13,0.7222222222222222,0.06103286384976526,1.2104851330203443
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,36,22,0.6111111111111112,0.10328638497652583,1.0242566510172144
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.014492753623188406,1.0
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,11,9,0.8181818181818182,0.06521739130434782,1.2272727272727275
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,21,15,0.7142857142857143,0.10869565217391304,1.0714285714285716
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.01,2,2,1.0,0.02666666666666667,2.0
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.05,8,5,0.625,0.06666666666666667,1.25
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,AE,AE:b_sem_taxas_absolutas,0.1,15,7,0.4666666666666667,0.09333333333333334,0.9333333333333333
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,3,3,1.0,0.02158273381294964,1.5035971223021583
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,11,10,0.9090909090909091,0.07194244604316546,1.3669064748201438
transicao_pectra_2025,strict,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,21,17,0.8095238095238095,0.1223021582733813,1.2171976704350804
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,11,10,0.9090909090909091,0.07246376811594203,1.3636363636363638
transicao_pectra_2025,strict,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,21,17,0.8095238095238095,0.12318840579710146,1.2142857142857144
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,4,3,0.75,0.014084507042253521,1.2570422535211268
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,18,15,0.8333333333333334,0.07042253521126761,1.3967136150234742
transicao_pectra_2025,sensitivity,all,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,36,24,0.6666666666666666,0.11267605633802817,1.1173708920187793
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,11,10,0.9090909090909091,0.07246376811594203,1.3636363636363638
transicao_pectra_2025,sensitivity,insertion,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,21,17,0.8095238095238095,0.12318840579710146,1.2142857142857144
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.05,8,3,0.375,0.04,0.75
transicao_pectra_2025,sensitivity,displacement,b_sem_taxas_absolutas,IF,IF:b_sem_taxas_absolutas,0.1,15,5,0.3333333333333333,0.06666666666666667,0.6666666666666666
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,3,2,0.6666666666666666,0.014388489208633094,1.0023980815347722
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,11,6,0.5454545454545454,0.04316546762589928,0.8201438848920862
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,21,14,0.6666666666666666,0.10071942446043165,1.0023980815347722
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,11,6,0.5454545454545454,0.043478260869565216,0.8181818181818181
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,21,15,0.7142857142857143,0.10869565217391304,1.0714285714285716
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,4,1,0.25,0.004694835680751174,0.41901408450704225
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,18,9,0.5,0.04225352112676056,0.8380281690140845
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,36,18,0.5,0.08450704225352113,0.8380281690140845
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,11,6,0.5454545454545454,0.043478260869565216,0.8181818181818181
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,21,15,0.7142857142857143,0.10869565217391304,1.0714285714285716
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.05,8,3,0.375,0.04,0.75
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,AE,AE:c_sem_taxas_absolutas,0.1,15,6,0.4,0.08,0.8
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,3,3,1.0,0.02158273381294964,1.5035971223021583
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,11,9,0.8181818181818182,0.06474820143884892,1.2302158273381296
transicao_pectra_2025,strict,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,21,18,0.8571428571428571,0.12949640287769784,1.2887975334018498
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,11,10,0.9090909090909091,0.07246376811594203,1.3636363636363638
transicao_pectra_2025,strict,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,21,18,0.8571428571428571,0.13043478260869565,1.2857142857142858
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,1,0,0.0,0.0,0.0
transicao_pectra_2025,strict,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,1,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,4,4,1.0,0.018779342723004695,1.676056338028169
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,18,15,0.8333333333333334,0.07042253521126761,1.3967136150234742
transicao_pectra_2025,sensitivity,all,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,36,24,0.6666666666666666,0.11267605633802817,1.1173708920187793
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,3,3,1.0,0.021739130434782608,1.5
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,11,10,0.9090909090909091,0.07246376811594203,1.3636363636363638
transicao_pectra_2025,sensitivity,insertion,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,21,18,0.8571428571428571,0.13043478260869565,1.2857142857142858
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.01,2,0,0.0,0.0,0.0
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.05,8,1,0.125,0.013333333333333334,0.25
transicao_pectra_2025,sensitivity,displacement,c_sem_taxas_absolutas,IF,IF:c_sem_taxas_absolutas,0.1,15,7,0.4666666666666667,0.09333333333333334,0.9333333333333333
teste_final_2025,strict,all,a_completa,AE,AE:a_completa,0.01,15,6,0.4,0.006389776357827476,0.6053248136315229
teste_final_2025,strict,all,a_completa,AE,AE:a_completa,0.05,72,40,0.5555555555555556,0.042598509052183174,0.8407289078215596
teste_final_2025,strict,all,a_completa,AE,AE:a_completa,0.1,143,79,0.5524475524475524,0.08413205537806177,0.8360255293162641
teste_final_2025,strict,insertion,a_completa,AE,AE:a_completa,0.01,14,8,0.5714285714285714,0.0087527352297593,0.8571428571428571
teste_final_2025,strict,insertion,a_completa,AE,AE:a_completa,0.05,69,42,0.6086956521739131,0.045951859956236324,0.9130434782608696
teste_final_2025,strict,insertion,a_completa,AE,AE:a_completa,0.1,138,92,0.6666666666666666,0.10065645514223195,1.0
teste_final_2025,strict,displacement,a_completa,AE,AE:a_completa,0.01,1,0,0.0,0.0,0.0
teste_final_2025,strict,displacement,a_completa,AE,AE:a_completa,0.05,3,0,0.0,0.0,0.0
teste_final_2025,strict,displacement,a_completa,AE,AE:a_completa,0.1,5,0,0.0,0.0,0.0
teste_final_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.01,18,5,0.2777777777777778,0.004549590536851683,0.44004650692548786
teste_final_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.05,88,44,0.5,0.040036396724294813,0.7920837124658782
teste_final_2025,sensitivity,all,a_completa,AE,AE:a_completa,0.1,175,93,0.5314285714285715,0.08462238398544131,0.841871831535162
teste_final_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.01,14,8,0.5714285714285714,0.0087527352297593,0.8571428571428571
teste_final_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.05,69,42,0.6086956521739131,0.045951859956236324,0.9130434782608696
teste_final_2025,sensitivity,insertion,a_completa,AE,AE:a_completa,0.1,138,92,0.6666666666666666,0.10065645514223195,1.0
teste_final_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.01,4,1,0.25,0.005405405405405406,0.5
teste_final_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.05,19,7,0.3684210526315789,0.03783783783783784,0.7368421052631579
teste_final_2025,sensitivity,displacement,a_completa,AE,AE:a_completa,0.1,37,17,0.4594594594594595,0.0918918918918919,0.918918918918919
teste_final_2025,strict,all,a_completa,IF,IF:a_completa,0.01,15,9,0.6,0.009584664536741214,0.9079872204472843
teste_final_2025,strict,all,a_completa,IF,IF:a_completa,0.05,72,62,0.8611111111111112,0.06602768903088392,1.3031298071234174
teste_final_2025,strict,all,a_completa,IF,IF:a_completa,0.1,143,130,0.9090909090909091,0.13844515441959532,1.3757382127989155
teste_final_2025,strict,insertion,a_completa,IF,IF:a_completa,0.01,14,14,1.0,0.015317286652078774,1.5
teste_final_2025,strict,insertion,a_completa,IF,IF:a_completa,0.05,69,67,0.9710144927536232,0.07330415754923414,1.4565217391304348
teste_final_2025,strict,insertion,a_completa,IF,IF:a_completa,0.1,138,135,0.9782608695652174,0.14770240700218817,1.4673913043478262
teste_final_2025,strict,displacement,a_completa,IF,IF:a_completa,0.01,1,0,0.0,0.0,0.0
teste_final_2025,strict,displacement,a_completa,IF,IF:a_completa,0.05,3,0,0.0,0.0,0.0
teste_final_2025,strict,displacement,a_completa,IF,IF:a_completa,0.1,5,0,0.0,0.0,0.0
teste_final_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.01,18,12,0.6666666666666666,0.01091901728844404,1.0561116166211708
teste_final_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.05,88,77,0.875,0.07006369426751592,1.3861464968152868
teste_final_2025,sensitivity,all,a_completa,IF,IF:a_completa,0.1,175,160,0.9142857142857143,0.14558689717925385,1.4483816456518914
teste_final_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.01,14,14,1.0,0.015317286652078774,1.5
teste_final_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.05,69,67,0.9710144927536232,0.07330415754923414,1.4565217391304348
teste_final_2025,sensitivity,insertion,a_completa,IF,IF:a_completa,0.1,138,135,0.9782608695652174,0.14770240700218817,1.4673913043478262
teste_final_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.01,4,0,0.0,0.0,0.0
teste_final_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.05,19,6,0.3157894736842105,0.032432432432432434,0.631578947368421
teste_final_2025,sensitivity,displacement,a_completa,IF,IF:a_completa,0.1,37,12,0.32432432432432434,0.06486486486486487,0.6486486486486487
teste_final_2025,strict,all,b_completa,AE,AE:b_completa,0.01,15,11,0.7333333333333333,0.011714589989350373,1.1097621583244586
teste_final_2025,strict,all,b_completa,AE,AE:b_completa,0.05,72,50,0.6944444444444444,0.05324813631522897,1.0509111347769493
teste_final_2025,strict,all,b_completa,AE,AE:b_completa,0.1,143,99,0.6923076923076923,0.10543130990415335,1.0476775620545589
teste_final_2025,strict,insertion,b_completa,AE,AE:b_completa,0.01,14,10,0.7142857142857143,0.010940919037199124,1.0714285714285716
teste_final_2025,strict,insertion,b_completa,AE,AE:b_completa,0.05,69,50,0.7246376811594203,0.05470459518599562,1.0869565217391306
teste_final_2025,strict,insertion,b_completa,AE,AE:b_completa,0.1,138,97,0.7028985507246377,0.1061269146608315,1.0543478260869565
teste_final_2025,strict,displacement,b_completa,AE,AE:b_completa,0.01,1,0,0.0,0.0,0.0
teste_final_2025,strict,displacement,b_completa,AE,AE:b_completa,0.05,3,1,0.3333333333333333,0.04,0.6666666666666666
teste_final_2025,strict,displacement,b_completa,AE,AE:b_completa,0.1,5,2,0.4,0.08,0.8
teste_final_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.01,18,10,0.5555555555555556,0.009099181073703366,0.8800930138509757
teste_final_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.05,88,58,0.6590909090909091,0.052775250227479524,1.0441103482504757
teste_final_2025,sensitivity,all,b_completa,AE,AE:b_completa,0.1,175,116,0.6628571428571428,0.10555050045495905,1.0500766930976213
